# Height Profile
# ==============
#
# Datatype (Unit) : Not specified
# Fill value : -9999.0
# Time     : 2021-01-14 10:15:00
# Sector specification: None
Altitude [m MSL],u_wind,std_u_wind,np_u_wind,v_wind,std_v_wind,np_v_wind,w_wind,std_w_wind,np_w_wind,mag_h_wind,dir_h_wind,N valid
50.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
150.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
250.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
350.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
450.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
550.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
650.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
750.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
850.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
950.0,0.13398152275030006,2.11510395095221,49912,0.01310261391877071,2.11510395095221,49912,0.0453958100405406,1.1795228153621296,7825,0.13462067794359653,185.58543347853453,49912
1050.0,14.341172346663638,2.627504879433754,56561,0.8286939110544252,2.627504879433754,56561,-10.306774835078102,1.340531912974889,10667,14.36509512237662,183.30711616841904,56561
1150.0,14.993872223512202,2.8329604402183826,53945,0.38106439555451227,2.8329604402183826,53945,-19.676833197283102,1.1688971565587671,8612,14.998713755804864,181.45584024691988,53945
1250.0,16.218788446098177,3.222953484018683,50101,-0.09067529894975399,3.222953484018683,50101,-21.38641060800066,1.2568909012674725,10708,16.219041915881697,179.67967657849434,50101
1350.0,17.74375532777381,2.0842585550385944,29383,-1.0954870070095322,2.0842585550385944,29383,-12.274029032479003,0.9874256042898935,9253,17.77754046302323,176.46708306590875,29383
1450.0,18.336910534784128,2.20201882959006,30666,-1.9683056590437633,2.20201882959006,30666,-9.141969850820203,0.9230928406897236,10731,18.442248103962296,173.8732624320068,30666
1550.0,18.726772333763872,1.7129872246965139,21535,-3.2142973653494673,1.7129872246965139,21535,-0.6968046828932815,0.9251755869391733,9241,19.000623926427167,170.26055220741677,21535
1650.0,18.590703561455353,1.64703555390498,17956,-4.290252865195499,1.64703555390498,17956,8.496290447916282,1.3110626463500434,9973,19.07932201513531,167.0051183794468,17956
1750.0,18.03998454522945,1.876445405900988,16277,-6.074948954514154,1.876445405900988,16277,15.416649930615158,1.3468869308095017,8534,19.03538933649822,161.38909280060304,16277
1850.0,17.410323108720892,1.561057832322168,12294,-7.439111472641761,1.561057832322168,12294,23.826238997189645,1.162927750077562,8430,18.9330327801029,156.86387074547997,12294
1950.0,16.61660491987235,1.2677268680728226,11017,-8.789208043165923,1.2677268680728226,11017,27.800834994636077,1.2677268680728226,11017,18.79791842436759,152.12378912853578,11017
2050.0,15.711335979735098,0.9204914055727804,8539,-9.724549571823818,0.9204914055727804,8539,31.763942550268364,0.9204914055727804,8539,18.47736297860107,148.24451577019244,8539
2150.0,15.392075891899706,0.8886251612545967,9992,-9.831661471951454,0.8886251612545967,9992,38.704266957602755,0.8886251612545967,9992,18.26410598855183,147.43166570430506,9992
2250.0,14.682442297613086,0.9285065896089255,9233,-10.620003468841233,0.9285065896089255,9233,21.332838880027776,0.9285065896089255,9233,18.120667358045555,144.12128991461236,9233
2350.0,14.667835289153555,0.8610828838120336,8532,-10.660081866246085,0.8610828838120336,8532,18.169335936063653,0.8610828838120336,8532,18.132367122491395,143.99162596980554,8532
2450.0,14.886009468908972,1.0145770453848766,11465,-10.613314114469077,1.0145770453848766,11465,12.280768963460941,1.0145770453848766,11465,18.282114604192703,144.51217856933985,11465
2550.0,15.081197281283798,1.1831531059191218,6465,-10.760238382349685,1.1831531059191218,6465,-0.648882919223633,1.1831531059191218,6465,18.526339127900936,144.4926357084472,6465
2650.0,15.291951524160226,1.4127473537390431,3563,-10.79488911447326,1.4127473537390431,3563,-12.15520070033568,1.4127473537390431,3563,18.718264139899286,144.78098065224623,3563
2750.0,15.698857151623477,1.5805639816250652,4274,-10.97102056697216,1.5805639816250652,4274,-13.614895440638703,1.5805639816250652,4274,19.152477859222437,145.05253363253922,4274
2850.0,16.398673673547016,1.4857637883285801,4292,-10.975573592029914,1.4857637883285801,4292,-14.417813248943661,1.4857637883285801,4292,19.732706705506683,146.20574641181054,4292
2950.0,17.410431026444645,1.361826581247019,4965,-10.94567837579951,1.361826581247019,4965,-12.213244520879035,1.361826581247019,4965,20.565285887461698,147.8430371588928,4965
3050.0,18.56975724125573,1.1176305642481799,4937,-10.789885535584148,1.1176305642481799,4937,-6.802171687142087,1.1176305642481799,4937,21.476906524687806,149.8414363467416,4937
3150.0,19.28557348576569,0.8919943329701445,1366,-11.135278411335275,0.8919943329701445,1366,-2.8571610880769183,0.8919943329701445,1366,22.269435780298025,149.9983347537546,1366
3250.0,19.97745902164108,0.9242381971042758,3492,-11.067646320890095,0.9242381971042758,3492,0.4607571150310435,0.9242381971042758,3492,22.838381379722616,151.01325306648704,3492
