# Height Profile
# ==============
#
# Datatype (Unit) : Not specified
# Fill value : -9999.0
# Time     : 2021-01-14 11:15:00
# Sector specification: None
Altitude [m MSL],u_wind,std_u_wind,np_u_wind,v_wind,std_v_wind,np_v_wind,w_wind,std_w_wind,np_w_wind,mag_h_wind,dir_h_wind,N valid
50.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
150.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
250.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
350.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
450.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
550.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
650.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
750.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
850.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
950.0,0.09155607898472376,2.2604870141051387,49927,0.009633842358214581,2.2604870141051387,49927,0.01996731280967314,1.5351702009150734,7747,0.09206153658091909,186.0067532228794,49927
1050.0,12.906758961042879,2.8295814028898656,56833,0.897388128364166,2.8295814028898656,56833,-11.261773364357028,2.05115403952957,10684,12.937918392515451,183.97729120404037,56833
1150.0,13.520011729677133,3.01751452432373,53520,0.3726547978924865,3.01751452432373,53520,-18.289113226894816,1.566853462062844,8397,13.525146534104522,181.57885532110095,53520
1250.0,15.313634899727633,3.6433666000282074,51070,-0.06240338498762727,3.6433666000282074,51070,-23.233200161471455,1.1880156027325282,10519,15.313762046754352,179.76651978320882,51070
1350.0,16.811770888651722,2.215382150743823,29118,-0.7324340664765405,2.215382150743823,29118,-14.971960627866011,1.2143489653416601,9255,16.82771820759585,177.50538712994106,29118
1450.0,17.58202214778721,2.402815834328745,30444,-1.5252334546733586,2.402815834328745,30444,-11.66725315940998,1.1112166451518415,10575,17.64805484739139,175.0420260365311,30444
1550.0,18.154310768463567,1.7146125104542786,21292,-2.5006616484787605,1.7146125104542786,21292,-0.9503516932925349,1.0963442846239166,9136,18.325728038965455,172.1571589942268,21292
1650.0,18.32912909957811,1.6212305875885844,17906,-3.6567189703711045,1.6212305875885844,17906,7.576523039336417,1.309247201541953,9944,18.690333522365858,168.71744271266948,17906
1750.0,18.054762649071957,1.7883142772835257,16181,-5.292096111199273,1.7883142772835257,16181,14.6065345872183,1.415760750662752,8387,18.814375768664085,163.6634225466188,16181
1850.0,17.56803957645156,1.5576620082400154,12265,-6.537239191914756,1.5576620082400154,12265,27.140604854856576,1.2808937353550403,8311,18.74490626309117,159.58927427116853,12265
1950.0,16.922512957180224,1.5511280115456216,11033,-7.918335928098703,1.5511280115456216,11033,33.60702154996717,1.5511280115456216,11033,18.683454944312395,154.92429490275936,11033
2050.0,16.103923379694116,1.3036521106617949,8383,-8.75678917874418,1.3036521106617949,8383,41.47786825838073,1.3036521106617949,8383,18.33078571529409,151.4640922210359,8383
2150.0,15.735705335195416,0.9750471412857455,9897,-8.932754122715254,0.9750471412857455,9897,48.29807339118804,0.9750471412857455,9897,18.09437809412039,150.4175400114102,9897
2250.0,15.283315003044658,0.9041203717320806,9115,-9.735353871521442,0.9041203717320806,9115,33.72558515839216,0.9041203717320806,9115,18.120618987386646,147.50317768288863,9115
2350.0,15.008266094647572,0.9364990045094976,8402,-9.899162310518951,0.9364990045094976,8402,27.236403765811065,0.9364990045094976,8402,17.978917253765502,146.59192751407602,8402
2450.0,14.84095658140287,1.1226301838979535,11252,-10.132810617849247,1.1226301838979535,11252,17.546286271054985,1.1226301838979535,11252,17.97019318950922,145.67630414462383,11252
2550.0,14.62528482576351,1.2082670514375753,6353,-10.584757311835084,1.2082670514375753,6353,1.8115120339421524,1.2082670514375753,6353,18.053698889290104,144.10561273986542,6353
2650.0,14.48776547996494,1.2419184986133998,3508,-11.086715450038795,1.2419184986133998,3508,-9.404446302705114,1.2419184986133998,3508,18.243097545992367,142.57509399931126,3508
2750.0,14.557828868409336,1.2438712997886125,4174,-11.509038150380764,1.2438712997886125,4174,-10.836337463119836,1.2438712997886125,4174,18.557702996567546,141.6710271394166,4174
2850.0,15.152389766605792,1.2317565221976956,4106,-11.631467089091025,1.2317565221976956,4106,-13.325719513745494,1.2317565221976956,4106,19.101987914448788,142.4889834968917,4106
2950.0,15.970050048640966,1.2291239605677107,4713,-11.863690634358473,1.2291239605677107,4713,-12.62000694901437,1.2291239605677107,4713,19.89446289860227,143.39240528018257,4713
3050.0,16.79821120982,1.3001361782604963,4681,-12.456610211008,1.3001361782604963,4681,-7.475723875501505,1.3001361782604963,4681,20.912843847710217,143.44144412101468,4681
3150.0,16.977127169230112,1.5792738756931375,1266,-12.861899383532585,1.5792738756931375,1266,-1.19024444410609,1.5792738756931375,1266,21.299091592655476,142.85237111543205,1266
3250.0,18.062838839016415,1.4861978454442437,3306,-13.746814140429278,1.4861978454442437,3306,4.2194242871314955,1.4861978454442437,3306,22.698921691036034,142.72686900327304,3306
3350.0,18.163257648296195,1.7665703736335567,2642,-14.4812792135643,1.7665703736335567,2642,8.369137749803313,1.7665703736335567,2642,23.22953671642204,141.43519625676268,2642
3450.0,18.524793533316508,1.986773710185231,3285,-15.156084892895585,1.986773710185231,3285,10.835213963193688,1.986773710185231,3285,23.93480488185903,140.71163874147382,3285
3550.0,18.18916315946377,2.6496109711582405,2616,-15.335990042608636,2.6496109711582405,2616,13.393437037683624,2.6496109711582405,2616,23.7915583144229,139.86446114121094,2616
3650.0,18.657545573553023,2.4167031692598164,2562,-16.160914430953582,2.4167031692598164,2562,14.305963533312037,2.4167031692598164,2562,24.68358081952073,139.10133082696072,2562
3750.0,17.95430139021886,2.564445436750107,1930,-16.256423572127705,2.564445436750107,1930,20.49792816415937,2.564445436750107,1930,24.220409694454883,137.8412574933378,1930
3850.0,18.08918084971801,2.6024455382732596,1871,-16.527238019491048,2.6024455382732596,1871,21.206758914412653,2.6024455382732596,1871,24.502409276777563,137.5835159999361,1871
3950.0,18.169170774978134,2.7316723110897496,1208,-16.79706112988396,2.7316723110897496,1208,16.224529844870958,2.7316723110897496,1208,24.743888725327274,137.24719027988246,1208
4050.0,18.66151949800233,2.504562901967397,1817,-17.26256060603787,2.504562901967397,1817,16.339575413351866,2.504562901967397,1817,25.42141437157759,137.2300907665173,1817
4150.0,17.856455370489424,2.69749271100198,1813,-17.162998509989425,2.69749271100198,1813,20.234092660488503,2.69749271100198,1813,24.767347783971132,136.13442543870366,1813
4250.0,18.219664906120126,2.363927375308369,1184,-17.679314240841897,2.363927375308369,1184,19.896388388214756,2.363927375308369,1184,25.38728700191772,135.86234972482876,1184
4350.0,18.079960838534824,2.4278822175767765,1709,-17.390122746204426,2.4278822175767765,1709,16.357764294262893,2.4278822175767765,1709,25.08587955506064,136.11417355297783,1709
4450.0,18.160400495594594,1.9138287761520443,1675,-17.59387949201447,1.9138287761520443,1675,16.113193721344658,1.9138287761520443,1675,25.28526728630567,135.90776674941665,1675
4550.0,16.551561525490094,2.6367827235270256,513,-17.433500742116934,2.6367827235270256,513,16.501820835782528,2.6367827235270256,513,24.03915840992516,133.51346289329507,513
4650.0,17.886000242438907,3.418097916709044,503,-15.607457615211674,3.418097916709044,503,12.067591060763668,3.418097916709044,503,23.73819154618046,138.89180588603256,503
4750.0,15.934664377468257,3.5830985001334072,982,-16.20571702676001,3.5830985001334072,982,19.758367525464028,3.5830985001334072,982,22.727489812427045,134.51681330502697,982
4850.0,16.037742358224026,3.882183000968463,900,-14.850425041855145,3.882183000968463,900,21.438251746721537,3.882183000968463,900,21.857362692523807,137.20132176685314,900
4950.0,13.61148692986573,5.312898542872258,922,-10.722420338926936,5.312898542872258,922,37.22470573471472,5.312898542872258,922,17.327517836278215,141.7708019337527,922
