# Height Profile
# ==============
#
# Datatype (Unit) : Not specified
# Fill value : -9999.0
# Time     : 2021-01-14 11:45:00
# Sector specification: None
Altitude [m MSL],u_wind,std_u_wind,np_u_wind,v_wind,std_v_wind,np_v_wind,w_wind,std_w_wind,np_w_wind,mag_h_wind,dir_h_wind,N valid
50.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
150.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
250.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
350.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
450.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
550.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
650.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
750.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
850.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
950.0,0.09257309811590052,1.9869413492808434,50617,0.0036099114640342185,1.9869413492808434,50617,0.041001973337131806,1.1651416183016592,7843,0.0926434560859768,182.23313200495704,50617
1050.0,10.879993846237587,2.6502776046357317,57095,0.4895428851236066,2.6502776046357317,57095,-23.37635653207791,1.5192770063357297,10697,10.891001713825176,182.57627311736258,57095
1150.0,12.132259305964954,2.9566141124244147,53838,0.28606810360435,2.9566141124244147,53838,-22.14393904282332,1.4689359342225103,8586,12.135631455638105,181.3507342712738,53838
1250.0,13.685069108462239,3.6913776383699184,51850,0.025438309855963948,3.6913776383699184,51850,-19.441777570765588,1.2407416433665754,10723,13.685092751274862,180.10650337988417,51850
1350.0,15.324822676461897,2.428308554666405,29282,-0.5949125284672987,2.428308554666405,29282,-12.638063592304773,1.2868404312002655,9254,15.33636563797069,177.7768832539324,29282
1450.0,16.20913781737063,2.9559202526951625,30570,-1.1034483549561205,2.9559202526951625,30570,-5.7016537439454655,1.224333315520866,10659,16.24665341092036,176.10555846102562,30570
1550.0,16.873512624332832,1.9256712824755753,21383,-2.105216572315961,1.9256712824755753,21383,4.267165385370092,1.0994282986425685,9197,17.00433371525839,172.88826557101282,21383
1650.0,17.130983010446652,1.676095146332403,17748,-3.3324097281751714,1.676095146332403,17748,16.832052762197875,1.29116875103777,9948,17.452092524985318,168.9919949253295,17748
1750.0,16.950667662351247,1.9684098165712276,16212,-4.900905455580335,1.9684098165712276,16212,22.733518411468786,1.1998664741475746,8406,17.644942858621487,163.87396021790744,16212
1850.0,16.66197370029247,1.3209385277605235,12258,-6.3751328024202865,1.3209385277605235,12258,31.958008790490457,0.9847252227297083,8400,17.83994635187374,159.06236443882915,12258
1950.0,16.183418418955277,1.3951058533224565,10962,-7.7028400650164075,1.3951058533224565,10962,34.58398733005226,1.3951058533224565,10962,17.923079444955963,154.54690006203492,10962
2050.0,15.452539987598511,1.0485140741302248,8316,-8.72454774507522,1.0485140741302248,8316,38.3439869676628,1.0485140741302248,8316,17.745386031992318,150.55080448145316,8316
2150.0,15.12025833257711,0.9213971280797899,9668,-8.925116268616335,0.9213971280797899,9668,41.77993368949219,0.9213971280797899,9668,17.55790170983388,149.4476924982444,9668
2250.0,14.61650377073656,1.0767682644859446,8829,-9.508165118912181,1.0767682644859446,8829,28.3838222441195,1.0767682644859446,8829,17.436954619670672,146.9556414678788,8829
2350.0,14.333882515918756,1.2573239990780243,8122,-9.861161153853987,1.2573239990780243,8122,19.9996073880191,1.2573239990780243,8122,17.398353004880672,145.47352058361423,8122
2450.0,14.517042377211192,1.0893391457083992,10740,-10.041203752406776,1.0893391457083992,10740,14.608850569539113,1.0893391457083992,10740,17.651353834170724,145.3290161768674,10740
2550.0,14.260278698304578,1.1178959157108335,6146,-10.755706586802567,1.1178959157108335,6146,3.776984335138962,1.1178959157108335,6146,17.861712480462433,142.97485366653888,6146
2650.0,14.26775535972883,1.1453988434436662,3315,-11.443358145369189,1.1453988434436662,3315,-3.581273331814619,1.1453988434436662,3315,18.28986846995511,141.26887586251817,3315
2750.0,14.430619455686704,1.2774670010375015,3967,-12.143377657399565,1.2774670010375015,3967,-7.45919280532179,1.2774670010375015,3967,18.86012722133853,139.91936236150528,3967
2850.0,15.137442296833083,1.0459341959285229,3972,-12.280802525584065,1.0459341959285229,3972,-12.609837233235195,1.0459341959285229,3972,19.492569609016233,140.94804677151114,3972
2950.0,15.722906579571623,1.277355171918426,3969,-12.475655458579734,1.277355171918426,3969,-15.804794702444626,1.277355171918426,3969,20.07116763995376,141.56905283613264,3969
3050.0,16.158802315818303,1.8943290865804194,4554,-12.872223711125217,1.8943290865804194,4554,-13.545412378253172,1.8943290865804194,4554,20.65916347655319,141.45890865879574,4554
3150.0,15.890060601485846,3.5702580889497226,557,-11.625066269444348,3.5702580889497226,557,-3.9513667801266696,3.5702580889497226,557,19.68847865346293,143.81103733113582,557
3250.0,17.739952315238828,2.164366100018899,1869,-14.050051914393944,2.164366100018899,1869,-2.489321013580887,2.164366100018899,1869,22.629844607157874,141.6207568682203,1869
3350.0,17.035848749891688,2.3015825051048404,2462,-14.770825516996043,2.3015825051048404,2462,9.22044225291315,2.3015825051048404,2462,22.547670147550225,139.073282321361,2462
3450.0,17.708894839293457,2.312120375104093,2433,-15.302079107245621,2.312120375104093,2433,12.714844628695605,2.312120375104093,2433,23.40424280837894,139.17003174891482,2433
3550.0,17.569245209240442,2.692950897106529,1856,-15.995835844979752,2.692950897106529,1856,18.987342965255763,2.692950897106529,1856,23.76015870321487,137.68385383291755,1856
3650.0,17.894529209512108,2.9135235546904195,1217,-16.032709655723444,2.9135235546904195,1217,18.473365486855815,2.9135235546904195,1217,24.026276335187895,138.1410606086704,1217
3750.0,17.580696320001387,2.5932644948589427,1669,-16.486392081065315,2.5932644948589427,1669,25.32469536306743,2.5932644948589427,1669,24.101493873756528,136.8398244719266,1669
3850.0,15.783132220782933,3.169493462492829,517,-15.967500955371824,3.169493462492829,517,40.108927694797764,3.169493462492829,517,22.451466532467684,134.66730012656862,517
3950.0,16.775148182268328,4.894783491827577,414,-12.93881514575705,4.894783491827577,414,5.224829239044239,4.894783491827577,414,21.185337710622704,142.3566909184134,414
4050.0,12.447457799008916,5.971513943048275,385,-3.9598896696679526,5.971513943048275,385,9.208431321462504,5.971513943048275,385,13.062156477934677,162.35265577301618,385
4150.0,16.622493174649346,4.7413768820082245,956,-15.334708504786192,4.7413768820082245,956,20.31041853366901,4.7413768820082245,956,22.615493898388024,137.30760901527808,956
4250.0,17.94275199122515,2.1540707084242725,573,-17.039756691162335,2.1540707084242725,573,20.570058717925924,2.1540707084242725,573,24.744608647392784,136.47863418615123,573
4350.0,16.430589243941956,4.504615713380653,1465,-15.602144397574026,4.504615713380653,1465,27.103600359699396,4.504615713380653,1465,22.658137008719223,136.48147876310045,1465
4450.0,10.424318864659348,5.303495552664611,419,-10.677920953611409,5.303495552664611,419,58.138671739131695,5.303495552664611,419,14.922614371606148,134.31146503716266,419
4550.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
4650.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
4750.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
4850.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
4950.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0
